debugJpA1A:debugw8Bv4,0,1656438081074,"{""trials"": [{""width"": 1472, ""height"": 756, ""webaudio"": true, ""browser"": ""firefox"", ""browser_version"": ""101.0.0"", ""mobile"": false, ""os"": ""Mac OS"", ""fullscreen"": true, ""vsync_rate"": 60.3, ""webcam"": false, ""microphone"": true, ""trial_type"": ""browser-check"", ""trial_index"": 0, ""time_elapsed"": 1003, ""internal_node_id"": ""0.0-0.0"", ""condition"": 1, ""robotCondition"": ""opp""}, {""width"": 1472, ""height"": 756, ""webaudio"": true, ""browser"": ""firefox"", ""browser_version"": ""101.0.0"", ""mobile"": false, ""os"": ""Mac OS"", ""fullscreen"": true, ""vsync_rate"": 60, ""webcam"": false, ""microphone"": true, ""trial_type"": ""browser-check"", ""trial_index"": 1, ""time_elapsed"": 2019, ""internal_node_id"": ""0.0-1.0"", ""condition"": 1, ""robotCondition"": ""opp""}]}"
